X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
22.18,17.37,16.35,20.12,16.83,63.42,29.7,17.27,27.4,193.71,272.48
20.96,24.91,19.74,13.18,17.81,52.55,21.47,16.7,30.13,166.57,265.84
14.23,17.18,18.01,22.75,26.13,52.48,21.53,12.71,28.68,168.35,229.99
21.0,13.8,25.06,20.9,20.85,53.25,19.98,16.85,33.37,168.17,269.91
22.09,17.82,17.89,17.83,24.01,52.17,15.29,17.54,28.47,162.17,272.6
17.59,21.21,19.74,25.87,26.44,54.24,18.51,12.94,27.81,173.93,265.1
13.64,19.92,25.21,21.76,27.47,47.26,17.73,11.51,28.19,152.55,245.02
18.66,26.35,21.33,22.87,15.89,46.97,23.94,14.56,31.2,150.82,250.67
19.51,24.54,18.45,17.84,30.81,53.28,17.66,14.63,30.33,167.83,296.37
15.27,13.26,18.96,22.66,20.49,45.39,14.87,11.98,25.36,147.53,204.46
22.19,19.14,23.54,22.41,29.03,45.25,17.77,18.23,31.12,143.08,293.15
20.83,18.09,20.04,19.92,16.46,58.95,32.73,17.17,31.31,188.33,259.84
18.37,22.36,13.59,24.8,15.26,47.91,24.47,15.32,28.85,157.78,234.71
16.06,23.17,16.89,25.56,16.55,56.26,23.74,12.64,27.54,178.7,237.15
19.79,27.04,14.99,20.08,21.45,61.12,24.17,16.72,22.95,194.94,278.08
17.83,21.97,19.86,19.9,24.48,50.42,14.15,14.82,32.19,162.78,246.51
20.38,17.7,10.87,23.25,28.58,56.75,27.25,17.05,33.2,180.41,256.55
27.36,22.09,22.64,10.42,20.59,56.11,25.46,21.84,38.87,179.19,335.08
21.18,20.04,13.37,17.65,16.45,47.04,20.57,17.07,28.54,154.26,242.68
11.83,21.91,27.67,17.83,21.05,53.36,22.28,10.02,24.88,169.98,258.43
20.71,19.78,18.89,21.74,20.86,48.61,23.15,17.05,37.15,155.73,264.83
16.08,10.68,13.34,22.68,22.87,54.87,24.28,13.01,29.67,175.28,222.85
22.32,18.08,22.62,28.14,17.96,46.46,17.08,17.59,29.52,147.38,272.11
24.19,15.92,20.31,17.53,19.85,55.48,23.75,18.3,34.16,178.54,271.93
21.42,18.1,23.93,20.19,22.95,51.75,18.81,16.37,31.92,164.96,268.48
27.03,19.76,20.52,20.47,18.35,58.61,26.21,20.72,31.29,186.73,294.52
25.3,23.89,19.45,21.02,18.72,49.57,24.13,19.62,30.13,157.59,297.07
26.89,23.71,22.14,18.79,12.54,50.21,19.59,21.38,32.91,160.7,276.42
13.55,22.99,17.08,16.55,21.82,52.94,21.24,11.61,21.16,167.52,222.37
23.12,20.33,22.81,18.2,29.96,53.9,23.79,17.73,30.86,173.05,283.77
12.23,19.41,16.39,12.4,23.33,47.46,21.65,9.63,20.82,151.79,223.36
27.19,17.92,21.58,17.73,18.41,46.52,18.24,21.54,37.85,148.15,298.22
18.85,11.84,20.34,26.03,26.13,58.68,25.06,14.56,29.77,187.22,243.82
19.93,19.34,25.16,21.85,19.52,52.76,24.21,16.56,30.91,167.28,275.97
13.55,17.21,18.93,26.89,19.66,45.11,16.66,11.02,23.41,142.87,214.41
22.07,20.38,18.97,17.99,24.64,63.08,24.03,18.09,30.24,196.73,268.0
23.32,21.97,19.53,18.22,15.0,44.12,21.51,19.67,35.98,141.15,264.16
22.97,19.01,17.42,16.13,20.56,53.94,24.27,18.56,38.8,169.67,271.4
13.85,25.27,19.07,25.78,26.45,45.55,14.42,10.68,19.91,143.0,256.87
18.55,19.57,20.79,21.17,21.0,48.71,15.1,14.64,28.71,158.16,259.82
15.59,19.94,17.52,16.41,23.05,50.27,18.79,11.67,28.96,158.54,226.97
18.26,11.98,20.12,19.64,19.16,53.73,14.99,14.43,27.18,173.49,245.04
15.73,19.5,17.85,15.96,23.37,57.21,21.4,12.94,20.29,178.46,246.8
12.63,23.39,20.91,22.75,20.85,52.23,19.41,9.74,20.18,166.57,241.47
18.91,18.66,25.22,17.38,22.84,56.74,25.94,15.68,29.76,176.65,251.58
21.4,21.62,18.16,14.16,20.55,49.57,15.8,17.22,30.83,159.41,253.96
16.56,20.24,15.54,15.48,21.02,50.32,22.03,12.93,27.71,162.27,206.77
18.62,20.66,19.02,23.34,19.52,56.02,23.1,14.39,32.91,173.04,266.39
20.57,19.23,25.73,28.68,20.64,49.35,21.47,15.7,26.04,156.24,284.75
20.39,15.2,21.49,22.63,19.61,43.2,13.34,16.28,29.54,142.01,245.48
20.54,22.3,13.0,8.33,10.91,41.5,11.83,16.39,32.37,134.08,232.73
19.13,20.87,16.96,12.54,17.8,52.09,21.55,15.49,27.21,167.96,236.93
21.52,22.84,23.22,21.33,21.32,54.05,21.25,17.38,31.57,170.76,291.83
20.95,22.54,28.61,26.27,22.94,54.16,19.69,16.89,36.41,171.86,297.56
20.54,19.85,20.83,22.63,12.44,50.48,15.07,16.5,28.7,162.09,266.47
26.56,16.06,25.25,19.45,24.29,50.11,20.22,20.33,32.73,158.54,298.5
17.54,20.29,21.3,16.83,22.53,54.9,23.88,12.8,26.14,174.13,262.47
14.56,13.71,14.77,12.05,22.48,55.46,24.34,11.96,22.67,171.75,211.89
17.65,26.0,16.32,20.37,33.31,52.97,20.55,13.26,29.37,168.56,260.61
12.23,19.68,15.0,22.59,25.24,52.85,18.04,8.91,19.64,169.31,215.91
19.13,19.74,22.15,23.1,26.45,48.41,24.1,15.43,33.13,153.34,266.66
16.1,23.16,18.11,20.3,18.39,49.42,10.61,11.62,28.38,156.75,234.15
20.74,15.61,18.95,25.07,21.29,47.28,20.8,18.01,29.24,145.7,247.76
20.46,15.53,17.59,19.47,21.86,53.97,16.87,15.49,23.16,172.29,244.38
23.38,17.36,12.21,21.84,13.45,56.19,19.79,18.76,35.99,176.52,232.04
19.32,17.12,14.76,9.76,21.49,41.91,19.42,15.26,33.53,137.18,233.82
18.76,27.58,21.32,15.56,18.43,40.31,18.09,15.64,30.14,129.57,257.47
21.82,18.2,18.36,14.06,18.6,46.01,19.01,16.86,28.73,148.81,244.98
21.22,24.19,18.78,14.79,26.35,49.73,15.06,15.45,34.3,159.35,256.89
22.7,18.13,17.03,24.89,20.32,52.85,21.34,17.56,25.36,168.75,268.69
23.43,19.28,20.2,25.5,11.02,47.63,17.71,17.34,32.52,153.38,275.57
19.16,21.38,17.05,12.61,22.39,51.73,19.05,15.09,22.91,169.0,240.25
22.66,20.26,19.57,22.64,8.63,44.6,21.59,18.26,25.02,146.55,259.68
21.29,15.14,21.4,26.38,17.82,56.44,25.93,16.91,37.48,183.22,271.82
21.98,21.19,21.71,19.77,23.03,55.36,19.9,16.65,29.87,176.55,283.35
17.62,17.75,18.36,18.53,19.87,41.99,21.04,15.16,32.83,136.42,217.73
15.53,19.56,17.43,21.82,18.02,47.28,22.54,11.79,26.24,152.42,214.09
15.61,22.21,27.41,17.91,19.33,53.46,18.33,11.87,26.01,175.2,254.7
18.9,17.66,19.25,12.68,18.61,48.52,20.31,14.81,31.8,156.99,227.05
14.16,25.22,10.17,16.64,11.29,43.46,21.06,12.49,23.68,139.43,200.56
19.69,19.96,13.67,15.39,16.14,48.3,23.57,15.92,34.3,153.24,237.67
22.16,14.29,25.04,20.41,14.06,42.42,21.14,16.77,32.14,137.8,270.67
21.56,15.14,24.31,25.33,19.18,52.08,24.93,18.25,29.2,167.8,287.57
16.48,22.31,23.88,21.78,21.01,53.77,22.04,11.87,31.29,174.21,270.25
17.95,15.77,19.93,20.27,21.51,56.61,32.24,13.83,29.34,180.99,246.41
15.02,19.78,28.13,22.97,24.23,44.18,17.75,12.15,21.02,144.51,266.94
14.42,17.03,18.38,21.96,13.34,46.16,17.54,11.22,27.25,148.77,227.19
26.32,24.72,17.62,21.93,20.06,56.45,27.45,21.22,30.76,174.46,301.03
20.0,19.56,19.77,20.96,20.5,50.68,16.28,15.91,32.39,159.99,269.41
19.67,20.89,18.07,17.24,17.33,46.64,20.19,16.5,31.45,150.69,263.18
25.47,26.2,11.45,16.56,16.43,49.69,18.44,20.56,32.48,159.24,270.31
13.67,20.87,20.57,21.8,11.72,43.49,19.58,11.15,28.41,138.44,220.3
19.27,13.59,16.93,24.86,13.25,44.89,19.24,15.41,26.95,145.86,240.5
31.8,26.3,20.4,21.79,20.4,46.89,20.83,25.17,36.9,148.84,339.02
23.86,28.55,14.7,17.0,21.21,53.06,22.38,19.01,31.87,170.61,272.7
20.63,17.12,23.29,13.88,18.66,50.13,17.63,16.18,29.31,163.08,254.29
16.92,20.67,14.92,25.64,21.09,50.44,21.8,12.74,27.7,160.81,244.84
15.28,19.09,21.97,18.81,25.5,53.18,18.73,11.11,26.12,168.04,241.2
21.41,20.25,20.87,17.76,22.92,46.52,18.63,18.1,33.35,150.37,258.4
23.83,13.87,17.3,16.17,20.82,50.9,23.43,18.94,30.31,164.94,256.27
13.95,18.59,28.31,22.74,17.47,44.64,16.36,12.25,26.8,142.68,224.54
23.15,17.3,24.41,23.48,18.54,40.01,17.26,19.17,34.81,127.08,257.94
24.19,20.2,19.0,19.65,16.6,41.46,19.08,19.38,33.21,133.5,268.59
26.3,19.96,19.11,19.69,18.23,48.07,25.76,20.36,36.29,153.66,275.04
24.07,20.05,11.56,20.18,24.75,52.26,22.02,20.15,33.13,166.21,258.61
27.8,18.17,15.35,23.14,18.46,55.51,11.52,22.22,36.98,178.67,318.17
21.48,18.56,21.71,14.05,9.37,47.21,20.06,16.98,31.52,154.28,225.53
24.0,12.46,18.32,21.92,17.78,47.39,21.09,19.39,34.9,157.44,270.85
19.43,18.54,14.85,14.56,19.32,57.01,25.34,14.9,26.66,182.42,226.96
19.82,22.1,15.95,22.99,28.64,47.09,20.27,15.5,25.21,150.95,253.37
24.31,7.88,16.28,19.45,19.27,43.15,23.27,18.74,36.41,135.28,243.62
14.47,22.43,20.49,20.81,22.37,53.56,19.7,12.16,25.79,171.04,238.75
20.01,19.42,18.82,14.24,16.89,51.21,20.39,15.6,28.95,165.09,251.65
22.31,16.64,19.22,20.51,17.21,46.94,12.77,18.33,28.4,149.16,262.82
25.74,24.35,21.71,24.56,23.95,50.69,18.1,20.46,31.75,162.3,304.12
23.21,17.64,20.6,16.7,20.12,56.32,24.02,17.78,31.38,177.61,268.91
19.57,21.19,15.74,16.54,23.36,51.57,14.68,15.2,31.3,163.62,264.14
21.0,21.45,14.06,21.8,13.79,54.83,18.85,16.22,27.64,175.16,248.59
17.02,19.42,19.6,23.38,20.23,45.08,16.26,13.47,21.98,145.36,240.93
25.92,27.26,23.3,18.4,19.76,54.11,24.86,21.98,33.36,174.75,306.23
17.92,21.29,12.53,25.1,20.21,44.27,19.94,14.26,26.76,143.61,250.18
27.74,20.22,23.97,22.0,15.38,55.16,11.85,22.77,38.04,178.43,310.7
20.49,23.34,18.7,21.24,25.45,51.18,23.49,16.98,29.98,164.91,263.67
19.21,19.71,18.24,20.97,23.25,48.89,21.23,14.95,34.8,156.74,255.98
17.37,13.99,14.32,14.92,20.43,50.44,11.81,14.69,24.94,161.62,219.72
25.21,21.81,16.39,13.18,14.44,58.35,28.29,22.03,40.2,186.27,286.65
16.96,20.29,31.72,22.62,23.21,46.89,19.54,13.58,28.58,149.86,286.83
23.7,14.62,19.25,20.69,20.31,52.39,26.46,19.59,35.98,166.42,267.55
16.04,20.7,20.68,18.2,19.56,53.58,16.94,13.13,23.58,168.27,241.52
19.06,23.44,9.81,23.57,20.45,46.61,20.77,16.34,32.42,149.27,241.62
18.66,18.59,20.06,16.91,20.91,55.27,25.45,15.18,31.81,173.67,251.67
24.9,21.73,19.85,21.18,16.4,45.53,24.11,19.63,37.6,145.12,296.53
13.73,17.88,12.91,14.03,28.57,41.22,18.7,10.55,27.72,133.21,205.6
15.09,25.87,23.98,26.97,20.8,51.62,25.92,11.72,23.47,168.13,246.98
23.67,18.78,15.41,15.9,18.46,45.28,12.61,19.09,28.38,143.73,274.03
25.09,14.37,24.7,15.69,21.8,51.45,20.91,20.44,37.83,165.41,290.89
24.13,21.02,23.3,22.63,20.08,47.74,19.33,19.04,37.25,148.74,296.81
28.32,23.9,24.46,16.85,17.74,40.62,11.69,22.71,39.26,130.61,308.35
17.54,22.91,14.93,18.64,21.75,49.57,18.98,14.18,29.22,155.37,252.7
10.19,22.51,19.26,17.5,21.79,63.85,24.03,8.92,19.66,197.19,220.04
17.17,20.32,26.73,21.51,21.78,41.82,12.63,14.49,22.92,136.14,244.85
18.24,21.28,17.4,16.88,28.94,46.77,18.5,14.25,32.56,151.28,240.24
20.05,22.3,21.07,19.68,17.07,59.15,26.66,16.33,31.97,185.12,277.07
19.6,20.26,22.87,16.63,16.48,51.84,22.38,15.41,23.68,163.84,256.8
13.95,21.63,15.77,18.09,14.63,49.03,13.87,10.72,23.39,162.65,215.94
15.19,18.77,20.03,21.85,18.32,55.52,22.36,12.39,21.95,178.1,232.14
24.61,18.85,23.68,27.95,22.26,40.8,12.0,20.05,31.57,131.95,306.24
27.83,20.39,23.05,29.49,15.57,55.7,23.92,22.6,42.38,177.12,333.18
21.0,19.06,28.24,15.53,20.43,52.68,20.3,16.9,26.57,169.45,272.24
14.85,18.33,17.83,23.72,13.86,50.34,23.6,11.61,23.67,161.98,216.15
22.18,20.01,20.6,17.42,22.78,44.78,16.85,18.75,29.86,144.92,277.67
16.09,16.95,23.63,20.4,14.83,49.91,19.37,11.63,25.51,163.03,235.26
23.43,22.17,22.53,19.35,22.57,54.88,20.33,19.24,29.52,175.53,287.88
25.17,14.7,14.55,11.34,14.29,53.55,23.04,20.66,36.22,172.57,264.55
25.9,22.66,21.13,23.57,20.09,48.23,20.95,19.9,37.04,154.08,286.78
18.86,22.21,22.18,24.02,21.37,54.97,12.51,14.56,31.84,174.07,252.54
15.22,18.15,20.6,16.02,19.17,50.6,21.73,11.34,25.93,160.64,224.13
12.4,18.78,14.12,14.14,22.36,49.68,20.62,9.36,24.65,162.24,203.53
26.67,28.79,22.47,22.93,33.03,56.82,17.29,22.01,35.08,182.28,315.73
20.84,27.93,27.91,22.82,27.26,45.12,19.5,16.76,36.17,140.78,308.41
19.85,21.25,14.36,19.08,20.87,55.77,21.32,16.92,30.76,175.65,241.95
14.43,19.97,19.9,22.74,17.84,44.38,19.41,10.72,29.8,144.37,225.06
21.35,17.3,15.95,15.02,11.67,52.97,22.75,16.92,31.46,168.08,222.77
20.59,17.79,21.05,16.16,16.83,42.89,13.8,16.32,30.64,139.7,248.26
18.67,20.44,15.74,28.65,17.6,57.89,22.91,15.52,28.1,190.16,256.67
27.09,23.19,19.71,24.21,24.29,53.13,14.27,21.7,40.56,170.0,313.63
20.6,12.55,18.05,26.98,20.29,51.22,15.24,16.48,31.63,163.07,242.2
24.49,19.9,14.75,20.7,12.08,48.05,18.36,19.41,40.31,154.44,236.45
23.37,20.3,20.89,15.88,26.18,48.89,20.95,18.86,37.47,157.15,299.18
12.63,15.83,20.74,18.66,22.81,59.87,20.55,9.66,22.07,188.94,238.95
11.96,19.65,18.23,13.35,19.41,56.87,21.83,8.69,16.26,178.13,206.13
17.17,18.99,20.78,17.34,27.11,38.79,19.08,13.59,26.17,127.82,221.43
22.41,22.67,20.07,21.34,21.1,49.18,16.81,17.44,29.84,154.95,284.15
27.26,20.68,14.42,14.68,31.33,49.3,17.85,21.76,37.78,159.56,309.98
16.0,18.78,18.84,20.55,23.27,44.39,12.13,11.92,24.84,143.44,233.65
20.98,26.5,19.61,25.65,18.18,46.56,19.86,18.12,36.05,150.64,272.12
18.57,21.94,15.5,25.41,17.32,49.42,22.58,15.35,26.91,161.09,261.67
16.13,16.15,20.84,10.52,17.71,42.02,12.89,12.75,32.05,136.54,219.61
23.3,17.71,16.41,21.25,21.13,53.46,19.44,18.68,32.48,171.45,261.25
21.36,12.66,23.18,12.39,17.25,46.54,23.32,17.43,33.4,149.28,244.85
26.33,26.4,21.27,14.51,18.96,34.78,14.48,20.26,41.08,113.81,287.81
20.04,20.84,20.96,16.34,23.18,53.99,26.65,16.02,28.64,171.69,278.57
23.81,10.04,15.85,21.51,11.4,59.85,20.27,18.84,29.09,189.85,237.09
17.78,30.12,14.57,20.41,18.79,54.48,21.75,15.0,25.63,173.2,258.1
22.09,21.06,20.38,32.13,18.0,45.82,14.35,18.46,32.59,142.4,279.77
15.84,20.54,11.86,11.9,11.47,48.0,24.01,12.81,25.42,156.71,203.75
20.0,16.23,25.18,14.73,16.12,39.73,7.05,15.8,22.69,125.06,241.2
24.01,12.0,18.43,19.02,22.18,49.65,19.2,19.88,34.88,158.22,286.03
15.0,11.81,26.38,17.25,13.25,45.32,16.63,12.44,21.62,144.28,206.26
20.29,25.79,20.19,19.75,16.89,39.54,14.87,16.4,33.68,132.49,249.77
14.5,17.72,29.01,20.93,26.41,45.68,24.32,10.76,26.03,152.24,274.71
17.6,23.56,25.06,16.29,17.6,48.32,16.52,14.09,27.36,154.81,263.43
22.69,15.63,16.44,21.41,16.18,46.68,14.2,17.3,35.39,152.85,263.24
22.24,19.82,13.67,27.58,25.69,53.71,25.59,17.45,32.59,173.03,272.97
20.02,22.4,18.84,16.81,24.86,47.58,12.8,17.13,28.12,150.9,260.2
20.73,24.4,16.25,17.45,19.08,45.03,19.2,16.73,33.97,146.31,260.21
25.68,21.75,18.62,11.67,18.93,55.76,25.94,21.06,39.91,179.2,283.7
22.98,21.62,21.02,18.18,17.38,53.68,18.72,18.05,28.84,170.31,256.5
22.74,19.77,22.04,22.54,15.27,47.87,23.61,18.82,32.6,155.87,253.83
17.22,20.81,17.41,23.31,15.18,59.61,30.1,12.81,25.62,188.91,247.1
18.1,12.05,17.28,8.41,23.78,52.43,17.89,13.62,22.57,167.38,235.46
25.03,28.63,26.2,17.5,22.5,50.13,21.64,19.64,37.33,159.67,315.42
21.61,24.73,22.62,21.61,16.02,48.73,13.08,17.59,37.03,155.92,284.46
21.45,21.84,19.03,12.26,14.78,57.12,23.44,16.25,32.35,183.38,280.33
26.91,22.43,22.46,14.84,20.4,47.25,14.46,21.67,35.63,149.15,305.52
16.39,19.46,22.1,18.02,16.78,51.03,22.25,13.04,26.14,163.02,234.7
18.35,20.62,22.46,16.16,24.69,51.1,15.42,14.11,30.67,162.29,241.69
14.22,25.24,22.07,25.23,17.18,54.14,21.99,11.68,25.0,173.03,265.44
17.9,21.2,25.29,17.68,20.15,53.49,23.95,14.56,30.66,169.66,255.78
14.62,16.82,23.35,24.82,16.01,50.58,23.02,12.85,28.92,159.81,230.0
10.08,27.53,13.72,20.26,15.37,51.82,16.64,7.83,27.16,162.25,196.39
19.35,18.05,25.31,16.58,16.08,44.97,10.76,15.83,27.0,143.22,260.75
17.94,21.09,16.05,20.34,20.31,41.01,13.91,14.13,24.79,135.19,237.98
17.88,22.81,18.76,18.63,23.18,52.96,20.54,14.17,30.42,172.05,247.85
15.37,20.59,20.73,18.21,20.3,43.03,12.91,12.93,22.28,137.95,228.2
30.89,16.06,20.98,23.27,15.88,51.18,17.78,25.15,45.18,166.19,307.21
18.85,15.04,19.06,23.74,20.69,51.61,19.6,15.22,31.08,166.97,234.73
31.06,19.3,18.95,22.06,26.76,42.69,14.96,25.91,38.11,135.74,329.93
20.42,16.25,16.89,21.93,27.19,48.36,14.35,15.64,28.47,154.58,240.71
23.57,18.91,15.63,20.22,18.24,52.76,20.85,19.3,37.86,167.71,267.59
22.98,17.55,20.87,22.73,21.4,48.62,23.3,18.46,29.27,153.3,275.83
22.35,18.05,21.64,17.97,25.43,50.7,19.42,17.77,32.66,160.8,265.1
20.58,27.16,20.57,20.88,18.89,49.45,17.84,17.28,32.52,151.89,281.88
18.35,20.44,11.42,17.89,16.71,51.06,14.81,14.77,27.35,165.13,223.11
10.75,17.78,23.95,21.53,11.16,44.69,20.26,9.13,16.04,143.21,210.85
21.33,27.3,25.7,17.98,24.48,44.11,16.01,16.16,27.9,145.74,293.71
20.68,19.31,26.36,18.18,20.77,42.16,17.85,15.26,28.74,131.32,267.49
16.82,21.07,16.04,12.69,13.11,56.82,22.94,14.23,26.99,183.09,207.47
22.65,21.07,26.55,21.36,15.14,47.18,17.0,17.45,35.94,150.35,288.88
18.56,15.75,17.69,20.23,18.29,53.98,23.33,14.54,32.92,171.64,238.46
20.08,16.55,14.1,24.61,17.69,56.44,25.1,17.08,22.31,179.01,245.31
16.82,26.16,22.97,18.02,18.93,46.99,13.84,13.2,23.85,153.54,239.69
23.52,14.73,25.65,17.97,22.69,52.58,18.5,17.7,36.42,171.83,276.36
22.57,9.77,13.82,19.52,17.3,50.46,22.18,17.93,30.08,158.21,234.39
14.31,13.94,10.13,19.48,24.49,46.15,26.8,11.17,23.51,149.37,202.82
22.39,22.73,17.1,18.4,17.2,46.7,26.85,16.81,34.46,154.09,279.4
14.76,21.22,22.58,14.85,19.2,51.94,19.02,11.51,29.01,166.75,232.67
21.38,17.71,16.63,17.31,28.17,42.93,17.13,17.42,33.01,132.79,253.08
16.96,25.44,21.35,21.93,23.55,48.28,19.48,13.21,25.2,157.5,251.13
19.44,15.87,20.84,19.86,22.3,57.85,29.98,15.24,29.4,183.69,260.32
17.6,24.13,19.69,18.89,16.5,50.2,14.86,14.12,25.02,163.35,248.77
22.43,17.65,19.18,20.41,24.17,56.48,22.93,17.25,32.62,178.48,284.98
22.25,24.68,19.59,21.34,8.32,54.19,22.99,16.91,35.75,172.99,285.29
22.3,16.03,16.14,26.37,21.61,46.16,18.63,18.26,26.44,147.98,271.7
29.21,13.41,21.31,25.66,18.43,56.48,21.03,22.29,45.29,180.4,316.85
14.59,21.29,20.54,24.46,22.95,55.29,21.31,10.86,25.72,178.63,249.14
21.61,20.64,24.81,22.2,21.89,48.28,15.83,16.92,31.53,153.85,277.89
23.6,25.03,24.27,14.88,24.44,49.72,17.12,18.48,35.16,156.96,278.76
18.36,17.44,22.8,18.66,23.83,54.11,20.44,13.85,30.17,174.37,254.13
16.25,16.32,19.74,27.94,22.75,48.57,19.24,12.87,28.71,155.55,236.32
25.8,19.56,21.46,22.11,23.58,43.87,19.45,21.28,35.78,141.51,284.54
16.61,16.71,18.33,16.99,21.19,55.34,22.78,12.46,22.73,178.15,223.72
29.61,18.99,21.63,23.44,18.41,54.87,27.0,24.03,42.75,173.04,332.11
23.7,18.92,21.2,17.17,17.56,43.24,17.84,18.44,35.17,140.82,272.02
24.53,19.86,19.96,10.04,23.08,53.32,25.42,20.15,33.51,168.41,284.11
17.63,17.26,29.14,22.39,24.5,45.52,17.87,14.45,30.05,144.83,271.07
26.06,14.53,13.69,22.23,18.67,45.75,21.63,20.48,40.81,148.2,274.13
21.76,13.61,24.83,25.51,19.15,44.51,23.3,17.54,31.77,142.21,275.28
26.92,25.57,16.05,17.66,14.63,51.43,19.29,21.21,40.86,168.01,298.32
19.48,17.53,19.84,14.7,23.05,59.77,25.73,14.68,29.89,185.83,271.6
20.28,23.44,24.39,18.2,17.71,50.54,22.63,16.61,27.12,163.74,281.93
16.56,24.02,22.85,24.93,26.45,50.99,19.22,13.25,29.39,165.94,257.01
19.65,18.82,17.9,13.25,15.89,48.34,17.96,15.79,24.46,156.1,245.1
24.09,17.49,16.98,23.1,21.11,54.29,33.64,18.49,39.47,173.89,280.15
27.16,17.8,18.97,20.63,21.17,58.83,23.15,22.03,35.14,188.61,292.0
18.23,18.67,14.81,23.15,20.74,48.06,18.98,15.13,23.98,155.55,226.59
19.67,26.24,20.8,21.27,18.46,53.04,22.01,15.81,29.29,169.39,256.49
23.28,15.77,18.9,20.33,24.57,53.16,15.76,18.3,31.5,174.51,264.74
17.85,22.64,14.78,13.05,18.88,57.94,24.68,14.73,31.61,182.06,224.76
21.17,16.33,22.43,15.78,15.45,49.51,21.34,16.68,31.13,156.48,244.53
19.79,23.82,19.67,22.75,24.52,47.18,25.58,15.37,26.66,150.99,275.43
16.18,20.57,16.02,20.43,21.14,56.71,22.66,12.73,23.74,180.85,237.17
14.82,19.48,7.59,20.3,16.72,45.9,17.06,12.51,23.7,148.29,198.55
21.16,19.13,21.17,24.51,17.26,61.81,25.49,16.87,26.68,191.27,270.85
21.58,20.63,25.16,24.41,23.22,41.9,13.03,16.36,29.55,135.67,287.43
23.83,19.67,25.51,18.15,15.37,62.76,28.25,19.4,31.4,198.65,294.78
16.66,25.04,20.74,26.34,13.83,53.17,22.26,13.42,28.82,169.37,280.38
17.11,27.82,15.21,21.75,25.15,45.29,16.17,13.18,26.12,141.79,255.58
17.92,15.96,17.0,18.11,20.75,53.52,20.5,14.62,26.5,168.33,236.8
22.64,18.42,25.24,19.48,23.12,49.28,13.68,17.7,29.72,160.67,273.68
18.59,7.1,17.43,16.67,22.92,51.34,28.88,14.89,29.2,164.73,214.34
17.95,23.55,23.52,20.21,19.78,52.53,28.05,14.64,20.94,173.2,259.73
27.13,16.35,20.15,21.0,19.69,57.88,20.72,21.19,34.81,182.43,288.94
19.87,17.98,22.14,15.63,12.23,46.36,22.62,16.27,30.41,145.97,245.33
23.99,24.28,18.43,21.05,17.62,54.27,28.26,19.5,31.23,169.77,290.3
21.03,25.17,23.38,21.01,26.1,50.36,21.68,16.91,33.1,162.51,303.82
26.7,17.57,18.94,15.3,16.54,55.15,19.45,21.75,32.89,172.07,276.89
15.84,26.25,15.72,19.85,19.54,53.2,22.13,11.4,27.79,170.69,237.19
16.37,23.13,20.16,27.74,15.56,42.52,19.96,12.4,29.42,137.41,252.85
24.97,29.99,26.98,18.02,17.54,50.56,25.75,20.43,35.27,162.08,306.4
21.08,18.38,18.37,16.4,13.74,51.85,14.11,16.56,30.68,160.77,246.92
22.92,24.75,15.26,11.2,12.76,53.52,22.72,17.36,35.23,168.07,262.4
21.32,16.09,15.57,12.42,20.33,46.92,24.8,17.19,28.12,151.11,248.87
21.55,16.91,21.34,23.99,21.28,46.01,11.24,16.78,26.55,148.66,268.08
25.0,17.19,20.2,20.93,19.05,46.92,19.35,19.05,36.13,150.81,281.96
21.04,20.47,16.93,18.36,20.51,53.31,21.07,16.22,27.62,167.62,276.95
23.34,20.8,18.07,21.47,23.47,46.91,21.45,18.2,31.76,150.73,282.9
9.78,20.3,25.72,19.35,17.55,51.01,22.95,7.76,20.75,164.24,219.72
16.5,23.28,20.16,18.97,18.32,52.99,31.61,14.15,22.42,169.7,266.06
14.96,21.57,19.49,17.21,20.3,49.08,23.38,11.77,23.74,158.44,228.7
22.28,22.61,18.93,21.2,12.2,49.24,18.31,18.42,36.02,158.96,272.77
21.45,29.22,16.08,22.87,18.62,51.1,23.45,16.74,35.07,163.22,277.16
19.02,13.9,20.37,21.1,19.48,45.16,19.42,14.51,24.65,145.84,230.44
16.44,25.34,23.96,18.82,18.48,49.34,10.48,13.95,26.87,159.24,252.33
20.91,16.62,14.64,24.4,21.57,43.9,16.27,16.73,30.96,140.46,233.73
14.56,25.08,20.57,13.77,23.7,46.07,21.46,10.67,24.2,146.02,251.48
24.48,22.72,17.71,22.97,14.96,49.52,18.26,19.7,29.89,160.76,285.1
16.75,16.92,17.76,19.73,20.07,53.25,21.61,12.95,25.72,174.07,230.72
14.54,22.89,21.86,25.24,21.02,49.31,16.51,11.94,24.14,156.65,247.0
19.2,18.41,21.37,21.49,18.8,55.35,16.53,15.45,31.09,177.02,259.54
19.22,18.19,19.9,21.53,23.0,48.73,26.5,16.54,27.41,155.17,237.25
23.05,22.35,26.32,22.38,20.24,54.26,10.97,18.4,32.32,174.91,273.65
22.09,23.54,19.92,17.96,18.08,55.5,21.53,16.81,29.5,174.92,299.39
21.75,14.31,15.41,19.62,21.21,55.66,18.65,17.16,35.13,180.66,246.29
18.14,20.61,7.48,24.46,15.99,48.79,23.92,13.37,29.35,158.89,239.77
18.28,19.24,15.87,14.39,19.49,47.7,27.12,15.22,31.27,149.4,226.54
18.24,26.25,26.39,21.11,18.07,50.14,26.66,14.12,30.73,158.39,281.6
