id,video,emotion,transcription
382,https://www.instagram.com/jagat.review/reel/DLG08iOSqJu/,Trust," ini adalah retopi pebisnis dan pekerja profesional ini adalah Lenovo Yoga Pro 7E Aura Edition Yoga Pro ini dihadirkan untuk pengguna yang membutuhkan performa tinggi dengan port yang banyak untuk produktivitasnya performa nya super kencang, memakai prosesor Intel Core Ultra 9285H yang punya 16 Core jadi nyaman banget dipakai buat multitasking RAM nya langsung 32GB, storage 1TB, super lega he, mau main game di sini, wukong juga masih bisa editing foto dan video, lancar, tidak ada masalah mau 3D rendering pakai Blender juga masih bisa di sini layarnya juga cakep, karena sudah pakai Lenovo PureSight Pro OLED resolusi 3K 120Hz"
383,https://www.instagram.com/jagat.review/reel/DK_GTyvSUiS/,Proud," mau upgrade VGA PC Desktop, perlu ganti PSU juga tidak sih? nah, kalau upgrade nya ke VGA keluaran baru sebaiknya ganti PSU juga yang sudah mendukung standar-standar terbaru ini pastikan pasokan daya ke komponen PC terjamin dan sesuai dengan standar yang dibutuhkan misalnya pakai MSI MAG A850 GLS PCIe5 PSU ini sudah punya native 12V 2x6 connector cocok nih kalau mau pakai GeForce RTX 50 series bisa untuk RTX 5060, RTX 5060 Ti, RTX 5070, RTX 5070 Ti sampai RTX 5080 pakai 2 color cable juga bikin kita lebih mudah tahu apakah kabel sudah terpasang dengan baik mau pakai VGA yang pakai 3x8"
384,https://www.instagram.com/jagat.review/reel/DK9Qx0nRX1M/,Surprise," ini mobil XS Stylist harga 200 jutaan yang hadir dengan fitur yang tidak masuk akal sampai terasa seperti ceri, salah, memberi harga kemurahan masa dia sudah bisa di remote dari jarak jauh? ini pakai internet loh, kita tidak perlu dekat dengan mobilnya sistem adasnya ada 15 jalan di tol dia sudah seperti nyedres sendiri sudah pakai radar untuk detesi keadaan sekitar lihat panel layarnya, luas, responsif dan detailnya mantap tentunya ini sudah bisa pakai Android Auto dan Apple CarPlay charging bisa pakai USB Type-C dan kencang nge-charge nya sudah pakai kamera 360 nih, lihat"
385,https://www.instagram.com/jagat.review/reel/DK1hPESxtmt/,Surprise," kami saat pertama dengar soal tablet ini juga kaget haa, Infinix pakai Snapdragon? nah, buat kalian suka protes Infinix, SOC nya itu lagi itu lagi nih, Infinix X-Pad GT SOC nya pakai Snapdragon 888, RAM 8GB, Storage 256GB konektivitas nya Wi-Fi Only, jadi tidak bisa pakai SIM Card baterai 10.000 mAh, charging 33 Watt performa nya untuk game yang berat tergolong mumpuni, masih lancar Infinix ketemu Snapdragon 888, panas tidak nih? nih, kami stress test, suhu nya cuma sampai..."
386,https://www.instagram.com/jagat.review/reel/DKqiyEhyXzF/,Proud," HP gaming terbaik Infinix sudah datang ini adalah Infinix GT 30 Pro lihat, desain barunya keren banget kan Infinix menyebutnya sebagai Cyber Mecha Design with Mechanical Light Wave sekarang semakin terasa di gaming nya, karena ada fitur GT Trigger nya ini seperti tombol L1 dan R1 pada controller buat main game tembak-tembakan, asik banget pakai L1 ini ya SoC nya Mediatek Dimensity 8350 Ultimate performa nya sudah jelas, super kencang main Genshin Impact, setting nya rata kanan, masih lancar banget dipadukan layar AMOLED 144Hz membuat kita bisa bermain game dengan frame rate di atas 60 fps cooling sistem nya pun sekarang tambah canggih kalau kita beli dengan gaming kit, kita akan dapat case dan cooler spesial jadi tanpa perlu lepas case, kita bisa pakai cooler ini supaya buat game"
387,https://www.instagram.com/jagat.review/reel/DKD7zPWot9i/,Surprise," Ini dia, Politron G3 Series. Kalau yang ini sih varian G3 Plus ya. Mobil listrik pertama dari Politron. Atau ini mobil listrik Indonesia yang pertama? Ya udah lah, yang jelas mobil ini canggih banget. Fungsi adasnya ada 21. Banyak banget. Ini udah level 2 ya. Bahkan mobil ini sudah bisa parkir sendiri. Untuk keamanan, airbag nya ada 6. Mobil ini bisa di remote dari jarak jauh. Tentunya, kompatibel dengan Android Auto dan Apple CarPlay secara wireless. Kalau..."
388,https://www.instagram.com/jagat.review/reel/DJ1JEKvx6vX/,Surprise," King Phoenix belum selesai ini ada badan yang berikutnya Infinix Note 50S 5G Plus apalagi ini ya harga Flash Sale nya 2,9 juta SOC nya tau apa? Dimensity 7300 di bawah 3 juta kita sudah bisa dapat SOC sekencang ini dan karena ini Dimensity, artinya hape ini adalah hape 5G jadi kalau operator kalian sudah support 5G dan area nya mendukung internetan jadi makin kencang lagi RAM 8GB, 128GB baterai 5200 mAh dengan charger 45W layar pakai AMOLED Curve 144Hz in-display fingerprint scanner"
390,https://drive.google.com/file/d/102kK5zq2dvrb81sAoK6tOcWExWj15pRX/view?usp=sharing,Trust," Selamat datang di Final Pro Fusal League 2025 antara Pintang Timur Surabaya dan Black Steel, MC Papua Selamat datang di Final Pro Fusal League 2025 Dan Pintang Timur Surabaya Dan Black Steel, MC Papua Selamat datang di Final Pro Fusal League 2025 Dan Pintang Timur Surabaya"
391,https://drive.google.com/file/d/109Zhcay8nqy9EBWMevT6Efw7pBoAOinQ/view?usp=sharing,Trust," Hex biar ga males olahraga, ini kayak ga penting tapi works di aku. Pose-pose sambil ngaca dulu, biasanya dapet motivasi untuk mulai olahragani. Sama setipis-tipis stretching biar mood naik. Tips ketiga, beli suplement olahraga natural. Ini Herbilogy Beet Extract Powder 100% Extract Buah Beet tanpa menambahan gula, tanpa perasa pewarna pengawet atau bahan kimia berbahaya. Sebagai pre-workout drink untuk bantu meningkatkan performa workout jadi tinggi antioksidan dan mineral yang baik untuk mengkontraksi otot dan mempercepat masa penyumbuhan. Tips empat, selalu mulai dengan gerakan favorit kamu dulu biar kamu merasa gampang jadi mulainya ga berat malah senang. Kelima, ritual pre-workout udah sekarang herb hex selanjutnya yaitu post-workout. Biasanya yang bikin males olahraga tuh karena hasilnya terasa lambat sih. Jadi biar olahraga..."
392,https://drive.google.com/file/d/10oaPryWiAQJ1zhgvz9umlAsLGwVb7Qk0/view?usp=sharing,Trust, 3 tip bola untuk pemula 1. Back Swing tangan harus lurus 2. Back Swing Shiko tidak boleh bengkok pandangan ke batannya bola
393,https://drive.google.com/file/d/11m6BZ-FlGSep5Yk_OXG-l4vXVscj3XiV/view?usp=sharing,Trust," Ada gak saya yang suka grounded juga kayak gue? Istilahnya apa aja grounded kek, pad kek atau duff kek Mid to short iron gue lagi sering banget kayak gitu Tapi akhirnya gue ketemu sama Kevin Akbar dan dia kasih tau satu tips yang efektif banget Tama-tama yang kita butuhin adalah handuk Apapun handuknya kita taruh di sini di kartpet Kita posisikan bola sepersis di depan Handuk! Yaitu kecenderungannya pengen nyungkir bola jadi berat badannya stay di belakang Kalau berat badannya stay di belakang"
394,https://drive.google.com/file/d/16isnjbizI64UPWSWc29ADT-Da0iWuKtu/view?usp=sharing,Surprise, Hari ini mau main padel
395,https://drive.google.com/file/d/19ai_jDyg7RQ4a7v8qmkgF9GPuOAR1zvI/view?usp=sharing,Terkjut," Ini yang perlu kamu tahu untuk jadi pemain basket yang jago Siapa sih yang gak mau jadi pemain andalan di tim? Sini saya kasih tahu caranya kamu perlu punya plan dan target mau meningkatkan skills apa dalam waktu dekat Karena main basket itu luas, ada dribble, shooting, passing, footwork, defense dan lain-lain Kalau kamu gak ada plan dan target latihan kemampuan individual kamu akan segitu-gitu aja Jadi kamu perlu punya target buat meningkatkan skills individualnya ball handling Dalam waktu 1-2 bulan kamu memutuskan untuk latihan eksternya ball handling Bulan selanjutnya"
396,https://drive.google.com/file/d/1AKOpU-T717YOtLwbTSqV1ECf1SarMYzR/view?usp=sharing,Proud," tips ini akan membantu kalian untuk belajar berenang Utah, let's go! kalian lagi belajar berenang? coba yang tips ini guys, ini paling penting kalo lagi belajar berenang Utah, let's go! yang pertama kalian kuasain dulu bener-bener bubbling guys caranya ambil nafas dari mulut, dibawah keluarin pakai hidung, karena bubbling itu salah satu peranan paling penting, ketika kalian lagi berenang biar gak keselak guys"
397,https://drive.google.com/file/d/1C_hIfvMOCncO8cucOt-XXwhob0EZ1F6p/view?usp=sharing,Proud," 5 Hex Lari versi Genshin Maguran tapi pengen sehat Sebelum lari, pakai antiperspiran dulu untuk meminimali sekeringat dan bau badan OOTD, pikir belakangan, pakai outfit yang adem dan comfy biar gak gerah Jangan lupa warming up minimal 3 menit biar gak pegel pas habis lari Set timer 2 menit, gas dulu aja Lari sambil ngumpulin niat"
398,https://drive.google.com/file/d/1GirafhnqZPpOpv2qn7G7Unp1yKeBRvSW/view?usp=sharing,Trust," shhh, gue ngerti banget guys, diantara kesibukan kalian untuk nyempetin olahraga atau gym itu susah banget apalagi perkembangannya belum kelihatan ini tiga hal yang harus kalian perhatikan kalau kalian ngerasa perkembangannya gini-gini aja tidurnya yang cukup tidurnya yang cukup itu penting karena recovery atau membentukan sel otot baru itu terjadi ketika isyrahat asupan protein ibarat bikin rumah tapi batanya kurang tanpa protein yang cukup ototmu juga gak bisa dibangun yang penting konon"
399,https://drive.google.com/file/d/1KAy5cgBU386KwCjEeaniP4P7FDkWu5cH/view?usp=sharing,Trust," Halo Sobat Cer, siapa nih yang suka main pucal? Pucal itu seru banget ya, apalagi kalau mainnya berang temen-temen. Tapi, kalau kalian mau jago, pastinya ada beberapa teknik dasar di pucal. Mau tau? Yuk kita bahas! Pertama, teknik mengontrol bola. Caranya, gunakan bagian telapak kaki atau sisi dalam kaki untuk menghentikan bola. Kedua, teknik dribbling cepat. Caranya, gunakan ujung kaki untuk menorong bola ke depan secara pelan. Jaga bola tetap dekat dengan kaki agar lawan sulit merebutnya. Ketiga, teknik pasti nggak akurat. Gunakan sisi dalam kaki untuk mengopera bola. Pastikan posisi tubuh mengarah ke tengah."
400,https://drive.google.com/file/d/1Oc5Q-niMiBiAH2QEv-RxW7jJX1ldfrfi/view?usp=sharing,Trust," Kamu suka remote kelatian sendiri? Nah, ini dia nih tips biar latihan kamu lebih efektif dan anti drama. Yang pertama, siapin gini kamu. Pakai outfit yang nyaman, sepatu yang pas, dan jangan lupa bawa tas yang bisa muat semua. Kayak yang gue pake nih, tas dari Loom. Yang kedua, jangan skip pemanasan ya. Lakukan pemanasan 5-10 menit untuk bantu otot siap tempur dan menghindari..."
401,https://drive.google.com/file/d/1PO2U34pcKAcxAOJtwmSejmRgNB5koTEi/view?usp=sharing,Proud," Lawan obesitas dan bully, Rizky lari 360 nambah ris, panjang 2024. Alami obesitas masa sekolah, Muhammad Rizky ulat gak lepas dari sasaran Ejekan temen-temennya. Sejak 2022, Rizky sadar kelebihan berat badan ganggu aktivitas sehari-hari sebelum putuskan ubah gaya hidup dengan lari. Awalnya milih olahraga lari tuh berawal dulu saya obesitas kak. Oh, betul. Saya tuh 75 lebih, kan tinggi saya 160. Jadi di biasanya tuh kalau obesitas ya paling sekitaran 70 ke atas gitu, 75-an. Yang saya rasain dulu ya, gosanya kayak mulai dari obesitas dulu. Gak jadi obesitas. Gosanya yang ngerasa diri saya tuh berat banget ya mau kemana-mana. Kayak misalnya kita mau jalan-jalan gitu sama temen-temen atau lagi di mana, lagi mau ngapain gitu semua kayak rasa berat gitu, kak. Berawal dari ajakan temen buat lari bareng, Rizky temukan keserangan lari sambil atur diet dan gaya hidup baru. Lalu ya akhirnya sukses pun taskan tantangan lari setiap hari, 366 hari selama 2024 kemarin tanpa absen sekalipun. Dalam 6 bulan, sejak lari dan disiplin jaga makan, Rizky sukses turunkan berat badan 26 kg dan capai tujuan. Biasaan barunya bertahan sampai ciptakan dampak lainnya ke temen-temen di lingkungan sekitar di daerah asalnya, Fak Fak Topwa Barat. Kalau di bawah banget, banyak banget, kak. Maksudnya ada beberapa gitu dari adik-adik kelas, dari teman-teman sangkakan gitu. Mereka juga senang gitu, kayak gitu ikut konten gitu. Ya aku ikut dong, ikut dong gini-gini dong, ya. Aku ikut konten juga biar mau sedih gini-gini. Oh iya, kak."
402,https://drive.google.com/file/d/1REqm_JWcaZA73Jy4XMtl-gd7CiExVizn/view?usp=sharing,Proud," mentalitas ketika bertahan meskipun kemungkinan 0,1% tetap kejar lawan setidaknya kita menekan secara pesikis sehingga lawan tidak bisa mengeksekusi bola dengan tenang demikian, futsal tiga"
403,https://drive.google.com/file/d/1RuG8tAU9xSDT6oYf_gox_krLOGl5zZAT/view?usp=sharing,Proud, tips mudah melakukan tendangan chong chong disclaimer ini menurut gue ya dan mohon koreksinya jika gue salah jadi yang pertama itu tendang menggunakan ujung kaki yang kedua perkenaan bola itu ada di bagian tengah yang ketiga kunci ankle dan kuatkan jari-jari kalian agar power nya itu berasa dan mengerikan buat keeper yang keempat ayunan kaki ke atas badan tegak tapi agak nunduk sedikit nih kayak gini nih kemudian yang kelima jangan lupa untuk gerakan setelah menendangnya atau gerakan follow through oke guys jadi itu aja kira-kira motif siapa lagi nih? coba komen ya
404,https://drive.google.com/file/d/1SClBWIykBWYBR97lUcitK1nbexZJMpVn/view?usp=sharing,Trust," Ratusan medali di Australia, Sean gak lupa tanah airnya. Karena tadi saya bilang, Sean itu punya speed dan dia bisa kompat jauh. Makanya dia end up dengan harddals. Dari lapangan sekolah hingga rekor nasional di usia muda, Sean Putra Susilo udah koleksi ratusan medali dari berbagai kejuaraan lari. Salah satu prestasi paling mencolok datang 2 tahun lalu. GPS Track & Field Championships 2023 jadi saksi Sean pecahkan 3 rekor sekaligus, tingkat sekolah, kompetisi, dan negara bagian. Ratusan medali itu gak datang tiba-tiba. Masa kecilnya cukup sulit. Sean ngerlahir prematur dan sempat alami speech delay hingga usia 7 tahun dan dia anak yang hiperaktif. Dia banyak sekali energinya. Ketika anak aktif, secara anak aktif. Di satu sisi dia gak bisa mengekspresikan apa yang dia inginkan. Karena tadi dia mengalami ketelambatan berbicara. Kemudian saya dan suami berpikir bagaimana caranya kita menyalurkan itu ke arah satu yang positif. Sebelumnya, Sean aktif coba banyak olahraga, mulai dari sepak bola hingga renang. Namun, pilihannya jatuh ke atletik. Saya melakukan perjalanan lain seperti sprinting 100, 200, long jump. Saya tidak melakukan hurdles sampai 10. Itu yang saya temukan saat pertama saya melakukan hurdles. Itu sempurna untuk saya, menurut saya. Lari gawang, gabungan antara kecepatan dan keberanian lewat rintangan jadi pilihannya. Bagi Sean, lari jadi bentuk kebebasan. Sebagai keturunan Indonesia yang lahir dan besar di Australia, Sean memiliki dua kewarganegaraan terbatas. Untuk pertama kali, Sean ikut turnamen di Indonesia pada kejurnas AVOTIC-U 18 Championships 2004 lalu di Yogyakarta. Ivan itu bikin Sean dapatkan koneksi dengan tanah air dan keuntungan berupa jam terbang hingga kesempatan bersaing dengan atlet dari berbagai negara Asia yang beragam. Yang sangat membuat Sean lebih keterik dengan Indonesia dalam ATK itu ketika tahun lalu dia mengikuti kejuanaan nasional U18 di Yogyakarta. Untuk pertama kali, Sean berlari dengan teman-teman dari Asia, dari Indonesia. Saat ini, Sean fokus kembangkan kemampuan dan perbanyak jam terbang. Sean ini di sini tergabung di Club Men Herers. Nah di Club Men Herers itu tiga orang temannya Sean tahun lalu dengan coach yang sama dilatih langsung sama coach Andrew Eselin mewakili Australia di Olimpik Paris. Jadi, Haliblow sama Tori Lewis. Jadi Sean dilatih dengan coach yang sama. Dan kita beruntung gak bisa mendesak Andrew Eselin. Rancananya, Sean akan kembali berpartisipasi pada kejuanaan atlet IKU 16 dan U18 Open Championship 2025 di Solo pada 30 Agustus sampai 4 Sep. Nanti. Atlet berusia 16 tahun penyuka nasi goreng dan tempe goreng itu aktif latihan dan tetap fokus pada pendidikan formal. Saya melakukan latihan 2-3 kali seminggu. Itu akan menjadi hari Jumaat dan hari Jumaat untuk sprint. Dan pada hari Jumaat itu akan menjadi hurdle. Pada hari latihan itu, saya akan bangun untuk pergi ke sekolah dan kemudian kembali. Latihan saya mulai pada 6 P.M. Di masa depan, Sean pasang target utama untuk tampil di panggung Olimpiade. Pada masa depan, saya akan mencoba untuk mencari rekod nasional untuk berdua, Australia dan Indonesia. Dan untuk Olimpik, saya akan melihat diri saya mempersembahkan Indonesia, menang di band Australia. Apapun pilihan Sean, semoga jadi yang terbaik untuknya dan sehingga bisa jadi world class atlet yang profesional. Dengan begitu, Sean bisa terus menginspirasi anak-anak Indonesia."
405,https://drive.google.com/file/d/1SLzwB2vFY8ZxxWJQWagAlk_Q8qdKvQZu/view?usp=sharing,Fear, siap lari? siap sudah siap lari hari ini? sudah sudah pakai smartwatch? sudah strafanya sudah nyala? sudah soft flash? sudah FOSL nya? ada dong topi? sudah headset? sudah kacamata? sudah caption buat strafa? sudah tebus foto juga hari ini? tebus sudah siap lari sambil nge vlog? sudah oke siap
406,https://drive.google.com/file/d/1TsssLBV9UK2CyCeHY-qWf-AN7xdqWVSL/view?usp=sharing,Surprise," Buat pemula gimana situ? Teknik pelajar yang benar? Nah, kalau buat pemula, yang pertama itu perhatikan cara kita menapak kaki. Jadi jari-jari kita itu harus di jam 12 dan tumit kita di jam 6. Itu paling penting setelah itu kita melangkah perlahan ke depan, setengah menjinjik atau bahasanya adalah mid-put. Kita lakukan perlahan, berjalan, kita tambah kecepatan sedikit-sedikit sampai kita mulai jogging dan berlari. Seperti itu dan itu harus diulang di awal berkali-kali. Sekarang kita coba ya, Pak Cik. Oke, let's go."
407,https://drive.google.com/file/d/1Yl1ocOLrNkvokbxAJNGFJd6FC1eYzhm4/view?usp=sharing,Proud," Menguging tapi takut gerakan salah karena dayatin orang. Satu kata yang mungkin sering kita pikirkan tapi susah untuk dilakuin. Mulai aja dulu. Karena kalau lo gak mau dari sekarang dan gak pernah nyoba, Gimana kita tahu hasilnya? Tapi satu hal yang aku yakin adalah, Usaha tidak akan pernah mengkhianati hasil."
408,https://drive.google.com/file/d/1b7WCqKGBXJD4wZia0ke1CP9ZYituynGn/view?usp=sharing,Proud," Menurut World Health Organization, WHO, anak-anak seringkali jadi korban tenggelam. Tenggelam adalah penyebab utama kematian pada anak-anak di berbagai negara. WHO mensatat bahwa tenggelam merupakan penyebab kematian terbesar kedua setelah pneumonia pada anak-anak usia 1-14 tahun. Makanya penting banget untuk si kecil belajar berenang karena ini adalah tentang keselamatan. Dengan keterampilan berenang yang tepat, si kecil akan bisa merasa lebih percaya diri, aman, nyaman, dan mandiri dengan lingkungan air. Dengan keterampilan berenang, mereka bisa menikmati bermain di air tanpa harus selalu mengandalkan bantuan orang dewasa. Ini adalah langkah pertama menuju kemandirian yang penting dalam perkembangan mereka. Selain itu, berenang adalah olahraga yang menyenangkan dan menyihatkan. Berenang bisa membantu meningkatkan kesehatan jantung, membangun kekuatan otot, meningkatkan fleksibilitas tubuh. Yuk mulai perjalanan keajaiban air si kecil di studio renang."
409,https://drive.google.com/file/d/1bh-6oY-dAOw08yVXIc-416tDFEeisPFR/view?usp=sharing,Surprise," Kamu pengen badanmu lebih bagus tapi kamu tidak bisa ke gym dan tidak punya alat di rumah, you need to know this. Kamu juga bisa bentuk badan di rumah tanpa alat. Berikut ini gerakan-gerakan untuk melatih seluruh badanmu. Mulai dengan gerakan push up untuk kuatkan otot dada, bahu dan triceps. Kalau kamu belum bisa push up, lakukan knee push ups. Selanjutnya squat yang melatih seluruh tubuh bagian bawah untuk kuatkan otot perut plank dan untuk pinggang dan punggung gerakan Superman seperti ini. Next gerakan lunges untuk melatih otot kaki dan glute bridge untuk kuatkan secara spesifik, bokong dan paha belakang. Gerakan terakhir dips di atas kuasi untuk fokus ke otot bahu dan triceps. Si, kalian bisa latihkan seluruh badan di rumah tanpa alat. Jadwal latihan lengkap di Caption, jadi periksa. By the way, kamu lebih suka latihan di gym atau rumah? Beritahu saya."
410,https://drive.google.com/file/d/1clMd4lL0Odism-RJzRkkGlbpnsNxVnUt/view?usp=sharing,Surprise," Kak Tere, kok aku kalau berenang gak jalan-jalan nih? Hah? Gak bisa jalan? Oke tenang nih Tere kasih tau tipsnya biar kita sama-sama bisa berenang ya Jaskan! Sebelum mulai jangan lupa kita stretching dulu guys Atau lakukan sedikit pemalasan sebelum nanti kita nyemblung ke air Nah setelah stretching kalian bisa mulai dengan pegangan dulu di tembok seperti ini Kedua tangan berpegangan di tembok lalu berakkan kaki sebebas memukul air atau biasa disebut kikinya Kalian terus lakukan step ini sampai akhir ya guys Agar melatih kaki kalian untuk memperkuat gerakannya Kalau udah bisa kalian bisa coba untuk latihan pernapasan Posisi tangan masih berpegangan di tembok Tapi bedanya dengan satu tangan kalian di samping badan kalian Dengan sekiranya telotasi badan lakukan sisi kiri dan kanan secara bergantian ya guys Kemudian lanjut step berikutnya Alinkan kedua tangan kalian secara bergantian seperti ini Kalian bisa lakukan 3 langkah tadi secara berulang ya guys Sampai dirasa kalian bisa lanjut ke step berikutnya ini nih Nah step ini tanpa bantuan tembok lagi guys Posisinya kedua tangan lurus ke depan Kemudian lakukan gerakan kikinya seperti step awal tadi ya Lanjut kalian bisa alinkan tangan kalian secara bergantian Nah bisa juga dengan bantuan papan renang Gimana? Mudah kan guys? Itu dia serunya belajar tips bagi pemula agar bisa berenang Pemaksiannya mau tere kasih tips atau tutorial apa lagi guys? Coba komen dan jangan lupa follow Tere ya GAS KEN!"
411,https://drive.google.com/file/d/1g7Psf62v7dErnIBYEvpxtfc1djyMCS0l/view?usp=sharing,Proud," Sayang, aku ada sesuatu Tadah Apa ini? Guys, jadi dia mah takut, dia mau main padel Aku dibeliin ini, dibeliin rakit sama dia Aku selama ini ditentang main padel Nah, sekarang kamu juga harus main sama aku Kamu ralat itu, aku nggak tentang kamu main padel Iya, kamu nggak tentang aku Nggak, nggak sih Tapi kita harus main bedua, bisa jadi fix padel Tapi kan aku harus keep up dulu biar aku bisa main sama kamu Kamu kan namanya siapa, sayang? Ini punya... Ortega Ortega, iya Oh iya, Ortega Ya Allah, Martita Ortega, sayang Oke, semoga kamu suka ya Tapi katanya pakaian-pakaian ini orang bau itu jago Oke, nggak buat ya Oke, rakit pada baru Terima kasih, sayang Biar aku ikuti sepatunya ya Aku selalu jago juga Padel itu harus sepatu, sepatu kalau mau memakainya Sekarang itu nggak terlalu penting Kan kena semua udah Tuh, jadi ini yang di lapangan aja"
412,https://drive.google.com/file/d/1fxLBDzhzEvq589e2pwRIgajrLKvTu2YD/view?usp=sharing,Proud," Katanya, Salomon Aero Glide 3 ini adalah sepatu deleted yang paling oke tahun ini. Apa bener? Tonton versi impressor selengkapnya bareng gue, Hoss Magang, Josua Tobin, di channel YouTube Runhood sekarang. Leggo!"
413,https://drive.google.com/file/d/1g2liHVQnD1CUknV6v8CMX2kdinFYaXIu/view?usp=sharing,Trust," Ini dia gaya renang yang bisa kita gunakan untuk survive di kolam renang jika tidak sengaja terjatuh Yang pertama ada entry turn Gerakan ini memungkinkan kita untuk berputar ke arah deck atau pinggir kolam dan kemudian naik Untuk step nya, biasa kami menggunakan entry turn kemudian grab the wall Ketika naik caranya melakukan elbow elbow tamini Nah yang kedua yang bisa kita lakukan adalah fall and float Dimana ketika terjatuh tubuh bisa berputar balik dan mengambang melihat keatas untuk bernafas"
414,https://drive.google.com/file/d/1irj5JRI7t68x1Or_uWrbpv-9Xa7cGyWE/view?usp=sharing,Trust," GV bilang sih.. Ini gini, boleh kok kita kasih masukkan? Jadi sekarang gue mau lihat video di instagram at mariorubeng Coba kita lihat Wih main single Mantap Secara teknik, secara skill penempatan atau arah bola itu udah ngerti banget lah main blue tangkis Nah satu hal yang temen-temen harus tau Kalo main single itu memang melahakan Karena cuma satu orang untuk cover satu lapangan Yang jadi catatan yaitu Kakinya harus dibiasakan enten Punya footwork yang tepat, yang bagus Kalo engga kita keteteran dalam ngejar bola Mungkin bisa lihat nih videonya Anthony Ginting Dalam posisi ready Selalu harus jinjit Kalo udah napak, kaki semua napak tuh Itu cenderung berat agilitynya atau kecepatannya akan berkurang Dan terlalu menggunakan banyak energi atau tenaga Yang pada akhirnya bikin cepat kelelahan Buat mas Mario, GV bilang sih.. Bisa lah bisa Buat kamu yang main badmintonnya Mau aku kasih masukkan Silahkan upload video kalian di rails, instagram Dan jangan lupa mention aku Dan hashtag GVBilang"
415,https://drive.google.com/file/d/1k7yqx0DAeO8yMyj5va5Oe8mgB0Jialu5/view?usp=sharing,Trust, tips dan cara berlari di track hari yang baik dan benar 1. jika kamu berjalan lakukan di track 4 atau sisi luar 2. jika berlari peran atau jogging lakukan di track 2 atau di atas 3. jika berlari cepat atau ngebut lakukan di track 1 atau sisi dalam
416,https://drive.google.com/file/d/1kWnsda1Gnjv95ftXeZYL2A_N-sz1RJ2R/view?usp=sharing,Surprise," Hai guys, cuaca tuh sekarang gak nentu ya. Kadang hujan, kadang panas. Kadang bisa juga hujan seharian. Juga mood yang tiba-tiba berubah. Nah, aku mau berbagi 5 gerakan workout tanpa lat dan tips yang bisa kamu lakukan di rumah supaya kamu tetap produktif dan gak bosan. Yang pertama, jumping jack. Kamu bisa melakukannya selama 30 detik sampai 40 detik ya. Yang kedua, push up. Kamu bisa melakukan 10-12 kali repetis ya. Kalau belum kuat, kamu bisa melakukan hand release push up ya, bertumpu di lutut. Yang ketiga, wall sit. Kamu bisa lakukan 30-60 detik ya. Ini bagus banget buat melatih kor dan kaki kamu. Karena beberapa hari ini aku gak bisa lalaga di luar akibat hujan yang terus menerus, jadi aku rajin minum Hydro Coco Vita D ini. Jadi ini minuman vitamin D3 pertama di Indonesia. Vitamin dalam bentuk cair ternyata lebih efektif dan mudah diserap oleh tubuh. 100% tinggi vitamin D3, 600 ayu yang mampu penuhi kebutuhan vitamin D3 harian kamu. Jadi walaupun kalian workout di rumah, tetap dapat vitamin Dnya ya. Yuk lanjut gerakan keempat dan kelima. Yang keempat, gerakan squat. Kamu bisa melakukan 12-15 kali repetis ya. Dan gerakan kelima, tricep dip. Bagus banget buat melatih lengan biar gak glambir. Yuk semangat semua."
417,https://drive.google.com/file/d/1kj1MAL40UOCtOhBoBisMdVWELfzRgWZp/view?usp=sharing,Trust," Berenang adalah olahraga yang paling menyenangkan dan sangat efektif. Sebelum kita belajar tentang beberapa gaya dalam berenang, angka baiknya kita belajar tentang teknik dasar dalam berenang. Berikut ada beberapa step untuk belajar tentang teknik dasar berenang. Teknik pertama adalah teknik bernafas. Teknik bernafas ini bisa disebut dengan bubble. Teknik bernafas bisa dilakukan dengan tarik nafas dari mulut, jadi di dalam air bisa dibuang lewat hidung. Yang kedua teknik meluncur. Teknik meluncur bisa dilakukan dengan posisi tangan streamline, kemudian kaki menendang ke dinding kolam, lakukan gerakan untuk meluncur ke depan. Yang ketiga teknik kaki. Teknik kaki ini bisa kalian lakukan untuk pemula belajar tentang kaki gaya bebas ataupun bagaimana kalian melakukan tentang kaki gaya dada. Teknik dasar yang keempat adalah teknik tangan. Teknik tangan untuk pemula kalian bisa belajar terlebih dahulu dengan melakukan gaya bebas ataupun dengan gaya dada. Buat kalian yang mau tahu lebih lanjut atau mau belajar renang untuk pemula ataupun yang baru, bisa bergabung di Bina Renang Tangka Spot Center."
418,https://drive.google.com/file/d/1ks5YYxJtTG-YB49TdxqZT0Eme3zMRb-b/view?usp=sharing,Proud," Halo drive, ini dia 5 gerakan exercise yang bisa kalian lakukan tanpa alat"
419,https://drive.google.com/file/d/1lJeWDVKUMGYuTio3v5VayeJIojWGQW6E/view?usp=sharing,Proud," Kalau dulu Love at first sight, ini Love at first run. Gue baru pake ini pertama kali aja udah kelepek-kelepek dan gue udah pake ini untuk beberapa kali. Gue udah pernah pake untuk race juga dan gue dapet tibi. Tapi apakah memang benar dia so worth it itu? Atau ternyata ada kekurangan yang dia tutupin tapi gue belum tau. Tonton selengkapnya di YouTube Runhood."
420,https://drive.google.com/file/d/1qIq1UsEs-OgQahU8FAu93jkv7KpmlsKA/view?usp=sharing,Surprise, 5 menit ball handling drills yang bisa kamu lakukan setiap hari share video ini ke teman kalian dan komen di bawah untuk tips video basket lainnya
